Start,End,Open,High,Low,Close,Volume,Market Cap
2024-02-13,2024-02-14,38.83439766879533,39.10551535388785,37.2424116276804,38.69968025650337,48647006.525073275,325628783.7010716
2024-02-12,2024-02-13,36.76607353214706,39.5335819243067,35.98602340061823,38.802777605555214,31348669.890570246,316787684.8496355
2024-02-11,2024-02-12,36.67466763504955,37.610338077819016,36.6379989902837,36.77935927300426,23464067.900659446,314047619.2214704
2024-02-10,2024-02-11,37.13426569710282,37.71538400219658,36.56891313782627,36.57458172059201,29509653.97172208,314134390.04916835
2024-02-09,2024-02-10,35.85927743284058,37.39634907841244,35.64785700999973,37.05534839641108,36006598.686467655,310315875.11169046
2024-02-08,2024-02-09,35.25034764355242,36.76412495682135,35.09118446808322,35.985491970983944,30202111.05947349,301995479.62928677
2024-02-07,2024-02-08,33.984925112707366,35.572039715508005,33.76765896388935,35.224307591472325,28662240.67460579,293168250.4864263
2024-02-06,2024-02-07,33.768278965129355,34.739466621790385,33.499464141785424,33.94533360495292,28323339.081023607,287681142.6483978
2024-02-05,2024-02-06,33.11019193466958,34.22831988521119,32.390901924660994,33.85038484362683,23223109.850301333,284702400.4386486
2024-02-04,2024-02-05,33.7606618070379,33.98005367439306,33.037474646377866,33.150137728846886,16754058.087110698,284150230.0840341
2024-02-03,2024-02-04,34.58207487843547,35.677794212731285,33.69246167063763,33.69246167063763,22314072.562241692,290715541.5392961
2024-02-02,2024-02-03,33.588655748740074,34.58552917105834,33.588655748740074,34.58552917105834,19638805.923903536,288734090.0383145
2024-02-01,2024-02-02,33.655793025871766,33.82062478410671,32.75466550933102,33.58927574998007,30477059.250484854,282860373.04817265
2024-01-31,2024-02-01,34.69491510411592,35.71437428589143,33.428606857213715,33.49379555901969,31938030.428574547,291602854.6134743
2024-01-30,2024-01-31,35.46548807383329,35.90205751840075,34.46879179472645,34.54992338556106,35196955.32790767,298163196.8806994
2024-01-29,2024-01-30,33.96083363595298,35.72854574280577,33.96083363595298,35.64635129270259,28538796.42483028,294664838.74829376
2024-01-28,2024-01-29,34.52397190508667,35.02723576875725,33.68891880640904,34.13434541154796,25327615.382956002,290965936.5918035
2024-01-27,2024-01-28,33.262357953287335,35.17479606387784,32.98831740520624,34.590134894555504,25984078.98229435,286872991.11960095
2024-01-26,2024-01-27,31.775949266184245,33.72027315483202,31.49066012417739,33.31071805000753,22876643.750898253,277347857.3834201
2024-01-25,2024-01-26,31.98728111741938,32.27788455576911,31.147533723638876,31.827409369104455,24183269.033536572,269573280.2673171
2024-01-24,2024-01-25,32.25910737535761,32.534653640735854,31.37170845770263,32.056455541482514,32808726.08693948,270330712.8770554
2024-01-23,2024-01-24,32.4175619779811,33.13100626201253,29.947831324234073,32.263270240826195,38216376.99173855,268705375.9816828
2024-01-22,2024-01-23,34.85841828826515,35.00987573403718,32.29666173618062,32.35370185026085,29553801.294262618,284356561.4046111
2024-01-21,2024-01-22,34.83184680655076,35.57549400813087,34.570117711664,34.78136099129341,21103805.054698214,296474194.1133459
2024-01-20,2024-01-21,34.13735684614226,35.05549011098022,33.82044764089528,34.769226681310506,36177898.34454731,291710832.5573545
2024-01-19,2024-01-20,34.9065126701682,35.54316537204503,32.379299044312376,34.16995119704525,43311808.77692766,292051289.43747187
2024-01-18,2024-01-19,36.803716464575785,36.803716464575785,34.083593881473476,34.8629354401566,34673967.212643236,303110352.0641088
